Gender,Country,Degree,Job Title
Male,United States,Bachelor's degree,Other
Male,Other,Master's degree,
Male,Brazil,Bachelor's degree,Engineer
Male,Singapore,Bachelor's degree,
Male,United States,Bachelor's degree,Data Scientist
Male,United States,Bachelor's degree,Programmer
Male,India,Bachelor's degree,
Male,Other,Bachelor's degree,Business Analyst
Male,United States,Doctoral degree,Scientist/Researcher
Male,United Kingdom,,
Male,United States,Doctoral degree,Data Scientist
Male,Colombia,Master's degree,Computer Scientist
Male,Canada,Master's degree,Data Scientist
Male,United States,Doctoral degree,Software Developer/Software Engineer
Male,United States,Master's degree,Software Developer/Software Engineer
Male,Philippines,Bachelor's degree,Software Developer/Software Engineer
Male,Germany,Doctoral degree,Data Scientist
Male,Brazil,Master's degree,Scientist/Researcher
Male,India,Bachelor's degree,Programmer
Male,Netherlands,Master's degree,Data Analyst
Male,United States,Doctoral degree,Machine Learning Engineer
Male,United States,Doctoral degree,Scientist/Researcher
Male,Other,Bachelor's degree,Programmer
Male,India,Bachelor's degree,
Male,Pakistan,Bachelor's degree,
Male,United States,Master's degree,Statistician
Male,United States,Doctoral degree,Predictive Modeler
Male,United States,Master's degree,Data Scientist
Male,India,Bachelor's degree,Data Scientist
Male,Argentina,Master's degree,Data Scientist
Male,United States,Master's degree,Other
Male,Mexico,Bachelor's degree,Machine Learning Engineer
Male,United States,,
Male,United States,Some college/university study without earning a bachelor's degree,Software Developer/Software Engineer
Male,Switzerland,Master's degree,Other
Male,United States,Master's degree,Business Analyst
Male,Other,Master's degree,DBA/Database Engineer
Male,United States,Doctoral degree,Other
Male,France,Master's degree,Data Scientist
Female,United States,Master's degree,
Male,India,Bachelor's degree,
Male,Romania,Bachelor's degree,
Male,Canada,Professional degree,Software Developer/Software Engineer
Male,India,Some college/university study without earning a bachelor's degree,
Male,Russia,,
Male,United States,Doctoral degree,Scientist/Researcher
Male,Other,Master's degree,Data Scientist
Male,India,Bachelor's degree,DBA/Database Engineer
Male,Vietnam,Bachelor's degree,Data Analyst
Female,Canada,Master's degree,
Male,Other,Professional degree,Other
Female,United States,Master's degree,Statistician
Male,Denmark,Doctoral degree,
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Female,Canada,Master's degree,Other
Male,United States,Master's degree,Business Analyst
Male,Italy,Doctoral degree,Data Scientist
Male,United States,,
Male,Pakistan,Master's degree,
Male,Russia,Master's degree,Data Scientist
Male,United States,Master's degree,Software Developer/Software Engineer
Male,India,Master's degree,Business Analyst
Male,United States,Bachelor's degree,Other
Male,Canada,Master's degree,Business Analyst
Male,India,Doctoral degree,Engineer
Female,South Africa,,
Male,Ukraine,Master's degree,Data Analyst
Male,United States,Master's degree,Engineer
Male,Pakistan,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Bachelor's degree,Data Analyst
Female,United Kingdom,Doctoral degree,Data Scientist
Male,Sweden,Master's degree,Data Analyst
Female,Canada,Bachelor's degree,Data Scientist
Male,United States,Doctoral degree,
Male,Russia,I did not complete any formal education past high school,
Male,Spain,Professional degree,Other
Male,Canada,Master's degree,Scientist/Researcher
Male,People 's Republic of China,I did not complete any formal education past high school,
Female,Ukraine,Some college/university study without earning a bachelor's degree,Software Developer/Software Engineer
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,Canada,Master's degree,
Male,United States,Doctoral degree,Scientist/Researcher
Male,United States,Bachelor's degree,Software Developer/Software Engineer
"Non-binary, genderqueer, or gender non-conforming",United States,Bachelor's degree,Other
Male,United States,Master's degree,Business Analyst
Male,United States,Doctoral degree,Data Scientist
Male,United States,Master's degree,Data Analyst
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Nigeria,Some college/university study without earning a bachelor's degree,Programmer
Male,Switzerland,Doctoral degree,Other
Male,Ukraine,Bachelor's degree,Engineer
Male,United States,Master's degree,Data Scientist
Male,India,Bachelor's degree,
Male,Ukraine,Bachelor's degree,Software Developer/Software Engineer
Male,Belgium,Doctoral degree,Data Scientist
Male,United States,Bachelor's degree,Programmer
Male,United States,Bachelor's degree,Scientist/Researcher
Male,United States,Master's degree,
Male,Germany,Doctoral degree,Data Scientist
Female,United States,,
Male,United States,Master's degree,Other
Female,United States,Bachelor's degree,Data Scientist
Male,Denmark,Doctoral degree,Data Scientist
Male,Other,,
Male,Switzerland,Master's degree,Computer Scientist
Male,United States,Master's degree,Business Analyst
Male,United States,Master's degree,Data Analyst
Male,India,Bachelor's degree,Data Analyst
Male,India,Master's degree,Software Developer/Software Engineer
Male,United States,Bachelor's degree,
Male,United States,Bachelor's degree,Other
Male,United States,Bachelor's degree,Data Scientist
Male,India,Master's degree,Data Analyst
Male,United States,,
Male,United States,Master's degree,Machine Learning Engineer
Male,Greece,Master's degree,Computer Scientist
Male,United States,Master's degree,Scientist/Researcher
Male,Germany,Master's degree,Other
Male,United States,Master's degree,Other
Male,Spain,Doctoral degree,Data Scientist
Male,Russia,Master's degree,Scientist/Researcher
Male,Turkey,Bachelor's degree,Software Developer/Software Engineer
Male,Brazil,Master's degree,Statistician
Male,United Kingdom,Master's degree,Other
Male,India,Bachelor's degree,
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,France,Master's degree,
Male,United States,Master's degree,Scientist/Researcher
Male,Spain,Master's degree,
Male,Japan,,
Male,India,Master's degree,Other
Male,United States,Master's degree,Business Analyst
Male,Iran,Master's degree,
Male,United Kingdom,Doctoral degree,Data Scientist
Female,Russia,Some college/university study without earning a bachelor's degree,Data Scientist
Female,United States,Doctoral degree,Data Analyst
Male,United States,Master's degree,
Male,United States,Master's degree,
Male,United Kingdom,Doctoral degree,Software Developer/Software Engineer
Female,United States,Master's degree,Researcher
Male,Canada,,
Male,United States,Doctoral degree,Data Scientist
Female,United States,Master's degree,Software Developer/Software Engineer
Male,United States,Doctoral degree,Data Scientist
Male,India,Bachelor's degree,Software Developer/Software Engineer
Female,United States,Master's degree,Data Scientist
Male,Italy,Professional degree,Data Scientist
Female,Ukraine,Master's degree,Data Miner
Male,India,Some college/university study without earning a bachelor's degree,
Female,United States,Professional degree,Statistician
Male,Egypt,Bachelor's degree,
Male,Switzerland,Master's degree,Data Scientist
Male,United States,Master's degree,Statistician
Male,United States,,
Male,Italy,Master's degree,Machine Learning Engineer
Female,Pakistan,Bachelor's degree,
Male,India,Bachelor's degree,Other
Male,Mexico,Master's degree,Data Scientist
Male,United Kingdom,Bachelor's degree,Machine Learning Engineer
Male,United States,Master's degree,Computer Scientist
Male,United States,Master's degree,Business Analyst
Male,United States,Bachelor's degree,Data Analyst
Female,United States,,
Male,Canada,Master's degree,
Male,United States,Bachelor's degree,Data Analyst
Male,United States,Master's degree,Data Scientist
Female,United States,Master's degree,Data Analyst
Male,United States,Master's degree,Software Developer/Software Engineer
Male,Iran,Master's degree,Software Developer/Software Engineer
Male,Ireland,Master's degree,
Male,Japan,I did not complete any formal education past high school,Programmer
Male,Switzerland,Doctoral degree,Other
Male,United States,Some college/university study without earning a bachelor's degree,
Male,Brazil,Master's degree,Business Analyst
Male,United States,Bachelor's degree,Data Scientist
Female,United States,Master's degree,Data Scientist
Female,United States,Some college/university study without earning a bachelor's degree,
Male,United States,Some college/university study without earning a bachelor's degree,
Male,United States,Doctoral degree,Data Scientist
Male,Germany,Master's degree,Data Scientist
Male,United States,Doctoral degree,Scientist/Researcher
Male,United Kingdom,Master's degree,Business Analyst
Male,United States,Bachelor's degree,
Male,India,Bachelor's degree,Data Analyst
Male,France,Master's degree,Machine Learning Engineer
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,United States,,
Male,United States,Master's degree,Other
Male,India,Bachelor's degree,
Male,Spain,Master's degree,
Male,United States,Master's degree,Other
Female,United States,Master's degree,
Male,Canada,,
Male,Switzerland,Doctoral degree,Data Scientist
Male,New Zealand,,
Female,United States,Master's degree,Data Scientist
Male,Italy,Master's degree,
Male,Finland,Doctoral degree,Data Scientist
Female,United States,Bachelor's degree,Researcher
Male,United States,Master's degree,Researcher
Male,United States,Doctoral degree,Statistician
Female,United States,Master's degree,Data Scientist
Male,United States,I did not complete any formal education past high school,Other
Female,United Kingdom,Doctoral degree,Scientist/Researcher
Male,Germany,Professional degree,Data Analyst
Male,Russia,Doctoral degree,Scientist/Researcher
Male,Iran,Master's degree,Programmer
Male,United States,Master's degree,Data Scientist
Male,United States,Master's degree,
Female,Italy,Master's degree,Statistician
Male,Other,Master's degree,Data Scientist
Male,Germany,Bachelor's degree,Computer Scientist
Male,Canada,Master's degree,Operations Research Practitioner
Male,United States,,
Male,Sweden,Some college/university study without earning a bachelor's degree,
Male,United Kingdom,Doctoral degree,Computer Scientist
Male,Colombia,Doctoral degree,Data Scientist
Male,France,Doctoral degree,Data Analyst
Male,United States,Master's degree,
